Ticker,Date,Generated_At,Close,RSI,VolRel10,N_Entry,Entry_Flags,N_Exit,Exit_Flags
NOW,2026-08-18,2026-08-19T03:35:30.505645,119.49,56.0,0.98,3,"ADX_Strong,ROC_Momentum_Down,ATR_Pct_High",2,"EXIT_Oneil_PivotBreak,EXIT_Livermore_Pivot"
NU,2026-08-18,2026-08-19T03:35:31.153015,14.35,53.4,1.23,4,"BB_Squeeze,OBV_Div_Down,ROC_Momentum_Up,ATR_Pct_High",3,"EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
NVO,2026-08-18,2026-08-19T03:35:31.850857,45.71,44.1,0.98,3,"ADX_Strong,OBV_Div_Down,ROC_Momentum_Down",4,"EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
O,2026-08-18,2026-08-19T03:35:32.512451,62.21,42.0,0.7,2,"ADX_Weak,Williams_Oversold",3,"EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
OKLO,2026-08-18,2026-08-19T03:35:33.166268,41.36,42.6,0.75,5,"BB_Squeeze,ADX_Strong,OBV_Div_Up,ROC_Momentum_Down,ATR_Pct_High",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
ONON,2026-08-18,2026-08-19T03:35:33.845142,31.03,34.9,0.77,3,"ADX_Weak,Williams_Oversold,ATR_Pct_High",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
ORCL,2026-08-18,2026-08-19T03:35:34.481760,142.79,49.0,0.75,2,"ADX_Strong,ATR_Pct_High",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
OSCR,2026-08-18,2026-08-19T03:35:35.144658,31.28,56.0,0.58,4,"ADX_Weak,OBV_Div_Down,ROC_Momentum_Up,ATR_Pct_High",2,"EXIT_Oneil_PivotBreak,EXIT_Livermore_Pivot"
OXY,2026-08-18,2026-08-19T03:35:35.843012,59.8,62.9,0.91,3,"BB_Squeeze,ADX_Weak,Williams_Overbought",0,
PAGS,2026-08-18,2026-08-19T03:35:36.477731,8.44,32.0,0.85,4,"OBV_Div_Down,Williams_Oversold,MFI_Oversold,ROC_Momentum_Down",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
PATH,2026-08-18,2026-08-19T03:35:37.100770,15.58,65.3,1.27,2,"ADX_Strong,ATR_Pct_High",2,"EXIT_Oneil_PivotBreak,EXIT_Livermore_Pivot"
PFE,2026-08-18,2026-08-19T03:35:37.748641,27.25,68.5,0.9,3,"ADX_Strong,Williams_Overbought,ROC_Momentum_Up",0,
PG,2026-08-18,2026-08-19T03:35:38.435031,143.45,41.6,1.48,2,"ADX_Weak,OBV_Div_Up",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
PLD,2026-08-18,2026-08-19T03:35:39.140168,140.02,43.9,0.63,1,ADX_Strong,4,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
RBRK,2026-08-18,2026-08-19T03:35:39.837246,100.55,69.2,0.9,5,"ADX_Strong,OBV_Div_Down,Williams_Overbought,ROC_Momentum_Up,ATR_Pct_High",1,EXIT_Livermore_Pivot
SAP,2026-08-18,2026-08-19T03:35:40.452219,210.47,73.3,1.1,3,"ADX_Strong,Williams_Overbought,MFI_Overbought",1,EXIT_Oneil_PivotBreak
SE,2026-08-18,2026-08-19T03:35:41.122046,116.26,54.9,0.74,3,"ADX_Strong,ROC_Momentum_Down,ATR_Pct_High",3,"EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
SHAK,2026-08-18,2026-08-19T03:35:41.749513,70.99,60.2,0.48,2,"ADX_Strong,ATR_Pct_High",2,"EXIT_Oneil_PivotBreak,EXIT_Livermore_Pivot"
SMR,2026-08-18,2026-08-19T03:35:42.448305,8.64,44.1,1.02,4,"BB_Squeeze,ADX_Strong,ROC_Momentum_Down,ATR_Pct_High",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
SQM,2026-08-18,2026-08-19T03:35:43.148238,74.47,57.6,1.1,4,"BB_Squeeze,ADX_Strong,Williams_Overbought,ROC_Momentum_Up",0,
TAP,2026-08-18,2026-08-19T03:35:43.803610,41.13,48.4,0.96,4,"BB_Squeeze,ADX_Strong,Williams_Oversold,ROC_Momentum_Down",4,"EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
TGT,2026-08-18,2026-08-19T03:35:44.488893,152.48,64.6,1.37,2,"ADX_Strong,OBV_Div_Down",1,EXIT_Oneil_PivotBreak
TM,2026-08-18,2026-08-19T03:35:45.159260,188.25,55.7,0.88,1,ADX_Strong,1,EXIT_Oneil_PivotBreak
TSM,2026-08-18,2026-08-19T03:35:45.849834,413.41,46.4,1.38,2,"BB_Squeeze,ROC_Momentum_Down",4,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
UBER,2026-08-18,2026-08-19T03:35:46.498264,74.66,53.5,0.67,2,"OBV_Div_Down,ROC_Momentum_Down",3,"EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
UNH,2026-08-18,2026-08-19T03:35:47.160152,393.93,38.3,0.89,5,"ADX_Strong,OBV_Div_Up,Williams_Oversold,MFI_Oversold,ROC_Momentum_Down",3,"EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
VEEV,2026-08-18,2026-08-19T03:35:47.795626,242.75,70.9,0.84,4,"ADX_Strong,Williams_Overbought,MFI_Overbought,ROC_Momentum_Up",1,EXIT_Livermore_Pivot
WELL,2026-08-18,2026-08-19T03:35:48.423174,235.44,51.4,0.64,1,ROC_Momentum_Up,4,"EXIT_VSA_NoDemand,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
WSM,2026-08-18,2026-08-19T03:35:49.107906,241.39,55.7,0.69,3,"ADX_Strong,OBV_Div_Down,ROC_Momentum_Down",3,"EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
XOM,2026-08-18,2026-08-19T03:35:49.752903,165.56,71.2,1.34,4,"Stoch_Extreme,BB_Breakout,Williams_Overbought,ROC_Momentum_Up",0,
ZTS,2026-08-18,2026-08-19T03:35:50.356578,73.96,46.0,0.48,2,"ADX_Weak,ATR_Pct_High",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
PUM.DE,2026-08-18,2026-08-19T03:35:51.002068,25.83,35.8,0.8,3,"ADX_Strong,Williams_Oversold,ROC_Momentum_Down",4,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Livermore_Pivot"
QUBT,2026-08-18,2026-08-19T03:35:51.661083,8.52,46.6,0.95,3,"OBV_Div_Up,ROC_Momentum_Down,ATR_Pct_High",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
MARA,2026-08-18,2026-08-19T03:35:52.340378,8.96,32.5,1.11,4,"ADX_Strong,Williams_Oversold,ROC_Momentum_Down,ATR_Pct_High",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
RIOT,2026-08-18,2026-08-19T03:35:52.979760,18.91,40.0,0.62,4,"ADX_Weak,Williams_Oversold,ROC_Momentum_Down,ATR_Pct_High",5,"EXIT_Weinstein_Stage3,EXIT_Oneil_PivotBreak,EXIT_Darvas_BoxBreak,EXIT_Minervini_TrendLost,EXIT_Livermore_Pivot"
